G,Date,Start (ET),Venue,Opponent,Result,Tm,Opp,W,L,Streak,Attend.,LOG,Season,Team
61,2025-03-02,1:00p,Away,Boston Celtics,L,103,110,39,22,L 1,19156,2:18,2024,DEN
62,2025-03-05,9:00p,Home,Sacramento Kings,W,116,110,40,22,W 1,19618,2:18,2024,DEN
63,2025-03-07,10:00p,Home,Phoenix Suns,W,149,141,41,22,W 2,19808,2:34,2024,DEN
64,2025-03-09,1:00p,Away,Oklahoma City Thunder,L,103,127,41,23,L 1,18203,2:17,2024,DEN
65,2025-03-10,8:00p,Away,Oklahoma City Thunder,W,140,127,42,23,W 1,18203,2:09,2024,DEN
66,2025-03-12,10:00p,Home,Minnesota Timberwolves,L,95,115,42,24,L 1,19832,2:12,2024,DEN
67,2025-03-14,9:30p,Home,Los Angeles Lakers,W,131,126,43,24,W 1,19946,2:18,2024,DEN
68,2025-03-15,9:00p,Home,Washington Wizards,L,123,126,43,25,L 1,19833,2:12,2024,DEN
69,2025-03-17,10:00p,Away,Golden State Warriors,W,114,105,44,25,W 1,18064,2:30,2024,DEN
70,2025-03-19,10:00p,Away,Los Angeles Lakers,L,108,120,44,26,L 1,18997,2:15,2024,DEN
71,2025-03-21,10:00p,Away,Portland Trail Blazers,L,109,128,44,27,L 2,17410,2:16,2024,DEN
72,2025-03-23,7:00p,Away,Houston Rockets,W,116,111,45,27,W 1,18055,2:33,2024,DEN
73,2025-03-24,9:00p,Home,Chicago Bulls,L,119,129,45,28,L 1,19816,2:12,2024,DEN
74,2025-03-26,9:00p,Home,Milwaukee Bucks,W,127,117,46,28,W 1,19641,2:04,2024,DEN
75,2025-03-28,9:00p,Home,Utah Jazz,W,129,93,47,28,W 2,19905,2:11,2024,DEN
76,2025-04-01,10:00p,Home,Minnesota Timberwolves,L,139,140,47,29,L 1,19927,3:09,2024,DEN
77,2025-04-02,9:00p,Home,San Antonio Spurs,L,106,113,47,30,L 2,19524,2:07,2024,DEN
78,2025-04-04,10:00p,Away,Golden State Warriors,L,104,118,47,31,L 3,18064,2:08,2024,DEN
79,2025-04-06,8:00p,Home,Indiana Pacers,L,120,125,47,32,L 4,19932,2:16,2024,DEN
80,2025-04-09,10:00p,Away,Sacramento Kings,W,124,116,48,32,W 1,16161,2:22,2024,DEN
81,2025-04-11,9:00p,Home,Memphis Grizzlies,W,117,109,49,32,W 2,20015,2:11,2024,DEN
82,2025-04-13,3:30p,Away,Houston Rockets,W,126,111,50,32,W 3,18055,2:06,2024,DEN
1,2024-10-23,10:00p,Home,Phoenix Suns,L,113,116,0,1,L 1,18300,2:45,2024,LAC
2,2024-10-26,5:00p,Away,Denver Nuggets,W,109,104,1,1,W 1,19691,2:23,2024,LAC
3,2024-10-27,8:30p,Away,Golden State Warriors,W,112,104,2,1,W 2,18064,2:22,2024,LAC
4,2024-10-30,10:30p,Home,Portland Trail Blazers,L,105,106,2,2,L 1,16727,2:11,2024,LAC
5,2024-10-31,10:30p,Home,Phoenix Suns,L,119,125,2,3,L 2,16827,2:15,2024,LAC
6,2024-11-02,10:30p,Home,Oklahoma City Thunder,L,92,105,2,4,L 3,16827,2:11,2024,LAC
7,2024-11-04,10:30p,Home,San Antonio Spurs,W,113,104,3,4,W 1,15927,2:05,2024,LAC
8,2024-11-06,10:00p,Home,Philadelphia 76ers,W,110,98,4,4,W 2,15627,2:21,2024,LAC
9,2024-11-08,10:00p,Away,Sacramento Kings,W,107,98,5,4,W 3,17832,2:26,2024,LAC
10,2024-11-09,10:30p,Home,Toronto Raptors,W,105,103,6,4,W 4,17927,2:23,2024,LAC
11,2024-11-11,8:00p,Away,Oklahoma City Thunder,L,128,134,6,5,L 1,17430,2:25,2024,LAC
12,2024-11-13,8:00p,Away,Houston Rockets,L,103,111,6,6,L 2,16493,2:06,2024,LAC
13,2024-11-15,8:00p,Away,Houston Rockets,L,104,125,6,7,L 3,18055,2:13,2024,LAC
14,2024-11-17,9:00p,Home,Utah Jazz,W,116,105,7,7,W 1,15500,2:02,2024,LAC
15,2024-11-18,10:30p,Home,Golden State Warriors,W,102,99,8,7,W 2,17927,2:11,2024,LAC
16,2024-11-20,10:30p,Home,Orlando Magic,W,104,93,9,7,W 3,16563,2:16,2024,LAC
17,2024-11-22,10:30p,Home,Sacramento Kings,W,104,88,10,7,W 4,16228,,2024,LAC
18,2024-11-24,6:00p,Away,Philadelphia 76ers,W,125,99,11,7,W 5,19780,2:13,2024,LAC
19,2024-11-25,7:30p,Away,Boston Celtics,L,94,126,11,8,L 1,19156,1:58,2024,LAC
20,2024-11-27,7:00p,Away,Washington Wizards,W,121,96,12,8,W 1,15066,2:12,2024,LAC
21,2024-11-29,7:30p,Away,Minnesota Timberwolves,L,92,93,12,9,L 1,18978,2:10,2024,LAC
22,2024-12-01,10:00p,Home,Denver Nuggets,W,126,122,13,9,W 1,16182,2:16,2024,LAC
23,2024-12-03,10:30p,Home,Portland Trail Blazers,W,127,105,14,9,W 2,15583,2:06,2024,LAC
24,2024-12-04,10:30p,Home,Minnesota Timberwolves,L,80,108,14,10,L 1,15111,2:02,2024,LAC
25,2024-12-08,9:00p,Home,Houston Rockets,L,106,117,14,11,L 2,14782,2:13,2024,LAC
26,2024-12-13,9:00p,Away,Denver Nuggets,L,98,120,14,12,L 3,19779,2:13,2024,LAC
27,2024-12-16,10:30p,Home,Utah Jazz,W,144,107,15,12,W 1,14651,2:16,2024,LAC
28,2024-12-19,8:30p,Away,Dallas Mavericks,W,118,95,16,12,W 2,20044,2:14,2024,LAC
29,2024-12-21,8:30p,Away,Dallas Mavericks,L,97,113,16,13,L 1,20102,2:10,2024,LAC
30,2024-12-23,8:00p,Away,Memphis Grizzlies,W,114,110,17,13,W 1,17265,2:26,2024,LAC
31,2024-12-27,10:00p,Home,Golden State Warriors,W,102,92,18,13,W 2,17927,2:17,2024,LAC
32,2024-12-30,8:00p,Away,New Orleans Pelicans,W,116,113,19,13,W 3,17303,2:27,2024,LAC
33,2024-12-31,7:00p,Away,San Antonio Spurs,L,86,122,19,14,L 1,18690,2:03,2024,LAC
34,2025-01-02,8:00p,Away,Oklahoma City Thunder,L,98,116,19,15,L 2,18203,2:04,2024,LAC
35,2025-01-04,10:30p,Home,Atlanta Hawks,W,131,105,20,15,W 1,17927,2:02,2024,LAC
36,2025-01-06,8:00p,Away,Minnesota Timberwolves,L,106,108,20,16,L 1,18978,2:17,2024,LAC
37,2025-01-08,9:00p,Away,Denver Nuggets,L,103,126,20,17,L 2,19711,2:11,2024,LAC
38,2025-01-13,10:30p,Home,Miami Heat,W,109,98,21,17,W 1,13119,2:02,2024,LAC
39,2025-01-15,10:30p,Home,Brooklyn Nets,W,126,67,22,17,W 2,13091,2:17,2024,LAC
40,2025-01-16,10:00p,Away,Portland Trail Blazers,W,118,89,23,17,W 3,16374,2:09,2024,LAC
41,2025-01-19,9:00p,Home,Los Angeles Lakers,W,116,102,24,17,W 4,17927,2:07,2024,LAC
42,2025-01-20,10:30p,Home,Chicago Bulls,L,99,112,24,18,L 1,15293,2:15,2024,LAC
43,2025-01-22,10:30p,Home,Boston Celtics,L,113,117,24,19,L 2,15342,2:40,2024,LAC
44,2025-01-23,10:30p,Home,Washington Wizards,W,110,93,25,19,W 1,13771,2:11,2024,LAC
45,2025-01-25,10:30p,Home,Milwaukee Bucks,W,127,117,26,19,W 2,17927,2:22,2024,LAC
46,2025-01-27,9:30p,Away,Phoenix Suns,L,109,111,26,20,L 1,17071,2:12,2024,LAC
47,2025-01-29,8:00p,Away,San Antonio Spurs,W,128,116,27,20,W 1,18354,2:09,2024,LAC
48,2025-01-31,7:00p,Away,Charlotte Hornets,W,112,104,28,20,W 2,15342,2:14,2024,LAC
49,2025-02-02,3:30p,Away,Toronto Raptors,L,108,115,28,21,L 1,18874,2:04,2024,LAC
50,2025-02-04,10:00p,Home,Los Angeles Lakers,L,97,122,28,22,L 2,17927,2:13,2024,LAC
51,2025-02-06,10:30p,Home,Indiana Pacers,L,112,119,28,23,L 3,13458,2:14,2024,LAC
52,2025-02-08,10:30p,Home,Utah Jazz,W,130,110,29,23,W 1,15892,2:09,2024,LAC
53,2025-02-12,10:30p,Home,Memphis Grizzlies,W,128,114,30,23,W 2,14997,2:13,2024,LAC
54,2025-02-13,9:00p,Away,Utah Jazz,W,120,116,31,23,W 3,18175,2:40,2024,LAC
55,2025-02-20,8:00p,Away,Milwaukee Bucks,L,110,116,31,24,L 1,17341,2:20,2024,LAC
56,2025-02-23,5:00p,Away,Indiana Pacers,L,111,129,31,25,L 2,16950,2:19,2024,LAC
57,2025-02-24,7:00p,Away,Detroit Pistons,L,97,106,31,26,L 3,18989,2:25,2024,LAC
58,2025-02-26,8:00p,Away,Chicago Bulls,W,122,117,32,26,W 1,20356,2:04,2024,LAC
59,2025-02-28,10:00p,Away,Los Angeles Lakers,L,102,106,32,27,L 1,18997,2:25,2024,LAC
60,2025-03-02,9:30p,Away,Los Angeles Lakers,L,102,108,32,28,L 2,18997,2:14,2024,LAC
61,2025-03-04,10:00p,Away,Phoenix Suns,L,117,119,32,29,L 3,17071,2:26,2024,LAC
62,2025-03-05,10:30p,Home,Detroit Pistons,W,123,115,33,29,W 1,17927,2:14,2024,LAC
63,2025-03-07,10:30p,Home,New York Knicks,W,105,95,34,29,W 2,17927,2:12,2024,LAC
64,2025-03-09,9:30p,Home,Sacramento Kings,W,111,110,35,29,W 3,17927,2:37,2024,LAC
65,2025-03-11,8:00p,Away,New Orleans Pelicans,L,120,127,35,30,L 1,17363,2:17,2024,LAC
66,2025-03-12,8:00p,Away,Miami Heat,W,119,104,36,30,W 1,19700,2:10,2024,LAC
67,2025-03-14,7:30p,Away,Atlanta Hawks,W,121,98,37,30,W 2,16561,2:13,2024,LAC
68,2025-03-16,7:00p,Home,Charlotte Hornets,W,123,88,38,30,W 3,17927,1:57,2024,LAC
69,2025-03-18,10:30p,Home,Cleveland Cavaliers,W,132,119,39,30,W 4,17927,2:22,2024,LAC
70,2025-03-21,10:30p,Home,Memphis Grizzlies,W,128,108,40,30,W 5,17927,2:09,2024,LAC
71,2025-03-23,9:00p,Home,Oklahoma City Thunder,L,101,103,40,31,L 1,17927,2:25,2024,LAC
72,2025-03-26,7:30p,Away,New York Knicks,W,126,113,41,31,W 1,19812,2:10,2024,LAC
73,2025-03-28,7:30p,Away,Brooklyn Nets,W,132,100,42,31,W 2,17926,2:16,2024,LAC
74,2025-03-30,3:30p,Away,Cleveland Cavaliers,L,122,127,42,32,L 1,19432,2:14,2024,LAC
75,2025-03-31,7:00p,Away,Orlando Magic,W,96,87,43,32,W 1,17522,2:09,2024,LAC
76,2025-04-02,10:30p,Home,New Orleans Pelicans,W,114,98,44,32,W 2,17109,2:05,2024,LAC
77,2025-04-04,10:30p,Home,Dallas Mavericks,W,114,91,45,32,W 3,17927,2:06,2024,LAC
78,2025-04-05,10:30p,Home,Dallas Mavericks,W,135,104,46,32,W 4,17927,2:11,2024,LAC
79,2025-04-08,10:30p,Home,San Antonio Spurs,W,122,117,47,32,W 5,17927,2:06,2024,LAC
80,2025-04-09,10:30p,Home,Houston Rockets,W,134,117,48,32,W 6,17927,1:59,2024,LAC
81,2025-04-11,10:00p,Away,Sacramento Kings,W,101,100,49,32,W 7,16435,2:19,2024,LAC
82,2025-04-13,3:30p,Away,Golden State Warriors,W,124,119,50,32,W 8,18064,2:42,2024,LAC
1,2024-10-22,10:00p,Away,Los Angeles Lakers,L,103,110,0,1,L 1,18997,2:26,2024,MIN
2,2024-10-24,10:00p,Away,Sacramento Kings,W,117,115,1,1,W 1,18049,2:22,2024,MIN
3,2024-10-26,8:00p,Home,Toronto Raptors,W,112,101,2,1,W 2,18978,2:12,2024,MIN
4,2024-10-29,7:30p,Home,Dallas Mavericks,L,114,120,2,2,L 1,18978,2:24,2024,MIN
5,2024-11-01,9:30p,Home,Denver Nuggets,W,119,116,3,2,W 1,18978,2:25,2024,MIN
6,2024-11-02,8:00p,Away,San Antonio Spurs,L,103,113,3,3,L 1,18257,2:12,2024,MIN
7,2024-11-04,9:00p,Home,Charlotte Hornets,W,114,93,4,3,W 1,18978,2:15,2024,MIN
8,2024-11-07,8:00p,Away,Chicago Bulls,W,135,119,5,3,W 2,19621,2:03,2024,MIN
9,2024-11-08,9:00p,Home,Portland Trail Blazers,W,127,102,6,3,W 3,18978,2:08,2024,MIN
10,2024-11-10,7:00p,Home,Miami Heat,L,94,95,6,4,L 1,18978,2:28,2024,MIN
11,2024-11-12,10:00p,Away,Portland Trail Blazers,L,108,122,6,5,L 2,16880,2:14,2024,MIN
12,2024-11-13,10:00p,Away,Portland Trail Blazers,L,98,106,6,6,L 3,17353,2:13,2024,MIN
13,2024-11-15,10:00p,Away,Sacramento Kings,W,130,126,7,6,W 1,16478,2:25,2024,MIN
14,2024-11-17,3:30p,Home,Phoenix Suns,W,120,117,8,6,W 2,18978,2:16,2024,MIN
15,2024-11-21,7:30p,Away,Toronto Raptors,L,105,110,8,7,L 1,19296,2:24,2024,MIN
16,2024-11-24,3:30p,Away,Boston Celtics,L,105,107,8,8,L 2,19156,2:03,2024,MIN
17,2024-11-26,8:00p,Home,Houston Rockets,L,111,117,8,9,L 3,18978,2:18,2024,MIN
18,2024-11-27,8:00p,Home,Sacramento Kings,L,104,115,8,10,L 4,18978,2:17,2024,MIN
19,2024-11-29,7:30p,Home,Los Angeles Clippers,W,93,92,9,10,W 1,18978,2:10,2024,MIN
20,2024-12-02,8:00p,Home,Los Angeles Lakers,W,109,80,10,10,W 2,18978,2:03,2024,MIN
21,2024-12-04,10:30p,Away,Los Angeles Clippers,W,108,80,11,10,W 3,15111,2:02,2024,MIN
22,2024-12-06,10:00p,Away,Golden State Warriors,W,107,90,12,10,W 4,18064,2:18,2024,MIN
23,2024-12-08,8:30p,Away,Golden State Warriors,L,106,114,12,11,L 1,18064,2:18,2024,MIN
24,2024-12-13,8:00p,Home,Los Angeles Lakers,W,97,87,13,11,W 1,18978,2:08,2024,MIN
25,2024-12-15,7:00p,Away,San Antonio Spurs,W,106,92,14,11,W 2,16816,2:03,2024,MIN
26,2024-12-19,9:30p,Home,New York Knicks,L,107,133,14,12,L 1,18978,2:13,2024,MIN
27,2024-12-21,8:00p,Home,Golden State Warriors,L,103,113,14,13,L 2,18978,2:47,2024,MIN
28,2024-12-23,7:30p,Away,Atlanta Hawks,L,104,117,14,14,L 3,17051,2:12,2024,MIN
29,2024-12-25,2:30p,Away,Dallas Mavericks,W,105,99,15,14,W 1,20341,2:20,2024,MIN
30,2024-12-27,8:00p,Away,Houston Rockets,W,113,112,16,14,W 2,18055,2:12,2024,MIN
31,2024-12-29,9:00p,Home,San Antonio Spurs,W,112,110,17,14,W 3,18978,2:20,2024,MIN
32,2024-12-31,8:00p,Away,Oklahoma City Thunder,L,105,113,17,15,L 1,18203,2:09,2024,MIN
33,2025-01-02,7:30p,Home,Boston Celtics,L,115,118,17,16,L 2,18978,2:11,2024,MIN
34,2025-01-04,7:00p,Away,Detroit Pistons,L,105,119,17,17,L 3,20062,2:14,2024,MIN
35,2025-01-06,8:00p,Home,Los Angeles Clippers,W,108,106,18,17,W 1,18978,2:17,2024,MIN
36,2025-01-07,8:00p,Away,New Orleans Pelicans,W,104,97,19,17,W 2,16282,2:18,2024,MIN
37,2025-01-09,7:00p,Away,Orlando Magic,W,104,89,20,17,W 3,18846,2:16,2024,MIN
38,2025-01-11,8:00p,Home,Memphis Grizzlies,L,125,127,20,18,L 1,18978,2:17,2024,MIN
39,2025-01-13,7:00p,Away,Washington Wizards,W,120,106,21,18,W 1,14386,2:12,2024,MIN
40,2025-01-15,9:30p,Home,Golden State Warriors,L,115,116,21,19,L 1,18978,2:34,2024,MIN
41,2025-01-17,7:30p,Away,New York Knicks,W,116,99,22,19,W 1,19812,2:07,2024,MIN
42,2025-01-18,9:00p,Home,Cleveland Cavaliers,L,117,124,22,20,L 1,18978,2:16,2024,MIN
43,2025-01-20,2:30p,Away,Memphis Grizzlies,L,106,108,22,21,L 2,17794,2:30,2024,MIN
44,2025-01-22,7:30p,Away,Dallas Mavericks,W,115,114,23,21,W 1,20025,2:30,2024,MIN
45,2025-01-25,3:00p,Home,Denver Nuggets,W,133,104,24,21,W 2,18978,2:10,2024,MIN
46,2025-01-27,8:00p,Home,Atlanta Hawks,W,100,92,25,21,W 3,18978,2:20,2024,MIN
47,2025-01-29,9:00p,Away,Phoenix Suns,W,121,113,26,21,W 4,17071,2:25,2024,MIN
48,2025-01-30,9:00p,Away,Utah Jazz,W,138,113,27,21,W 5,18175,2:12,2024,MIN
49,2025-02-01,8:00p,Home,Washington Wizards,L,103,105,27,22,L 1,18978,2:16,2024,MIN
50,2025-02-03,8:00p,Home,Sacramento Kings,L,114,116,27,23,L 2,18978,2:16,2024,MIN
51,2025-02-05,8:00p,Home,Chicago Bulls,W,127,108,28,23,W 1,18978,2:17,2024,MIN
52,2025-02-06,8:00p,Home,Houston Rockets,W,127,114,29,23,W 2,18978,2:18,2024,MIN
53,2025-02-08,8:00p,Home,Portland Trail Blazers,W,114,98,30,23,W 3,18978,2:16,2024,MIN
54,2025-02-10,7:00p,Away,Cleveland Cavaliers,L,107,128,30,24,L 1,19432,2:13,2024,MIN
55,2025-02-12,8:00p,Home,Milwaukee Bucks,L,101,103,30,25,L 2,18978,2:06,2024,MIN
56,2025-02-13,8:30p,Home,Oklahoma City Thunder,W,116,101,31,25,W 1,18978,2:20,2024,MIN
57,2025-02-21,9:30p,Away,Houston Rockets,L,115,121,31,26,L 1,18055,2:33,2024,MIN
58,2025-02-23,9:30p,Home,Oklahoma City Thunder,L,123,130,31,27,L 2,18978,2:25,2024,MIN
59,2025-02-24,8:00p,Away,Oklahoma City Thunder,W,131,128,32,27,W 1,18203,2:35,2024,MIN
60,2025-02-27,10:30p,Away,Los Angeles Lakers,L,102,111,32,28,L 1,18997,2:28,2024,MIN
61,2025-02-28,9:30p,Away,Utah Jazz,L,116,117,32,29,L 2,18175,2:02,2024,MIN
62,2025-03-02,9:30p,Away,Phoenix Suns,W,116,98,33,29,W 1,17071,2:18,2024,MIN
63,2025-03-04,8:00p,Home,Philadelphia 76ers,W,126,112,34,29,W 2,17297,2:11,2024,MIN
64,2025-03-05,7:00p,Away,Charlotte Hornets,W,125,110,35,29,W 3,17578,2:10,2024,MIN
65,2025-03-07,8:00p,Away,Miami Heat,W,106,104,36,29,W 4,19700,2:11,2024,MIN
66,2025-03-09,8:00p,Home,San Antonio Spurs,W,141,124,37,29,W 5,17875,2:07,2024,MIN
67,2025-03-12,10:00p,Away,Denver Nuggets,W,115,95,38,29,W 6,19832,2:12,2024,MIN
68,2025-03-14,8:00p,Home,Orlando Magic,W,118,111,39,29,W 7,18978,2:21,2024,MIN
69,2025-03-16,7:00p,Home,Utah Jazz,W,128,102,40,29,W 8,18978,2:03,2024,MIN
70,2025-03-17,8:00p,Home,Indiana Pacers,L,130,132,40,30,L 1,17955,2:48,2024,MIN
71,2025-03-19,8:00p,Home,New Orleans Pelicans,L,115,119,40,31,L 2,16936,2:17,2024,MIN
72,2025-03-21,8:00p,Home,New Orleans Pelicans,W,134,93,41,31,W 1,18978,2:09,2024,MIN
73,2025-03-24,7:00p,Away,Indiana Pacers,L,103,119,41,32,L 1,17274,2:07,2024,MIN
74,2025-03-28,8:00p,Home,Phoenix Suns,W,124,109,42,32,W 1,18978,2:02,2024,MIN
75,2025-03-30,7:00p,Home,Detroit Pistons,W,123,104,43,32,W 2,18978,2:37,2024,MIN
76,2025-04-01,10:00p,Away,Denver Nuggets,W,140,139,44,32,W 3,19927,3:09,2024,MIN
77,2025-04-03,7:30p,Away,Brooklyn Nets,W,105,90,45,32,W 4,17926,2:11,2024,MIN
78,2025-04-05,7:00p,Away,Philadelphia 76ers,W,114,109,46,32,W 5,19755,2:21,2024,MIN
79,2025-04-08,8:00p,Away,Milwaukee Bucks,L,103,110,46,33,L 1,17341,2:17,2024,MIN
80,2025-04-10,9:30p,Away,Memphis Grizzlies,W,141,125,47,33,W 1,17007,2:27,2024,MIN
81,2025-04-11,9:00p,Home,Brooklyn Nets,W,117,91,48,33,W 2,18978,2:09,2024,MIN
82,2025-04-13,3:30p,Home,Utah Jazz,W,116,105,49,33,W 3,18978,2:04,2024,MIN
1,2024-10-23,10:00p,Away,Portland Trail Blazers,W,140,104,1,0,W 1,19480,2:17,2024,GSW
2,2024-10-25,9:30p,Away,Utah Jazz,W,127,86,2,0,W 2,18175,2:07,2024,GSW
3,2024-10-27,8:30p,Home,Los Angeles Clippers,L,104,112,2,1,L 1,18064,2:22,2024,GSW
4,2024-10-29,10:00p,Home,New Orleans Pelicans,W,124,106,3,1,W 1,18064,2:20,2024,GSW
5,2024-10-30,10:00p,Home,New Orleans Pelicans,W,104,89,4,1,W 2,18064,2:19,2024,GSW
6,2024-11-02,8:00p,Away,Houston Rockets,W,127,121,5,1,W 3,18055,2:43,2024,GSW
7,2024-11-04,7:15p,Away,Washington Wizards,W,125,112,6,1,W 4,15674,2:20,2024,GSW
8,2024-11-06,7:30p,Away,Boston Celtics,W,118,112,7,1,W 5,19156,2:21,2024,GSW
9,2024-11-08,7:30p,Away,Cleveland Cavaliers,L,117,136,7,2,L 1,19432,2:10,2024,GSW
10,2024-11-10,7:00p,Away,Oklahoma City Thunder,W,127,116,8,2,W 1,18203,2:20,2024,GSW
11,2024-11-12,10:00p,Home,Dallas Mavericks,W,120,117,9,2,W 2,18064,2:25,2024,GSW
12,2024-11-15,10:00p,Home,Memphis Grizzlies,W,123,118,10,2,W 3,18064,2:35,2024,GSW
13,2024-11-18,10:30p,Away,Los Angeles Clippers,L,99,102,10,3,L 1,17927,2:11,2024,GSW
14,2024-11-20,10:00p,Home,Atlanta Hawks,W,120,97,11,3,W 1,18064,2:08,2024,GSW
15,2024-11-22,7:30p,Away,New Orleans Pelicans,W,112,108,12,3,W 2,16820,2:28,2024,GSW
16,2024-11-23,8:30p,Away,San Antonio Spurs,L,94,104,12,4,L 1,18847,2:10,2024,GSW
17,2024-11-25,10:00p,Home,Brooklyn Nets,L,120,128,12,5,L 2,18064,2:22,2024,GSW
18,2024-11-27,10:00p,Home,Oklahoma City Thunder,L,101,105,12,6,L 3,18064,2:24,2024,GSW
19,2024-11-30,9:00p,Away,Phoenix Suns,L,105,113,12,7,L 4,17071,2:11,2024,GSW
20,2024-12-03,10:00p,Away,Denver Nuggets,L,115,119,12,8,L 5,19912,2:26,2024,GSW
21,2024-12-05,10:00p,Home,Houston Rockets,W,99,93,13,8,W 1,18064,2:19,2024,GSW
22,2024-12-06,10:00p,Home,Minnesota Timberwolves,L,90,107,13,9,L 1,18064,2:18,2024,GSW
23,2024-12-08,8:30p,Home,Minnesota Timberwolves,W,114,106,14,9,W 1,18064,2:18,2024,GSW
25,2024-12-15,8:30p,Home,Dallas Mavericks,L,133,143,14,11,L 2,18064,2:14,2024,GSW
26,2024-12-19,8:00p,Away,Memphis Grizzlies,L,93,144,14,12,L 3,17729,2:06,2024,GSW
27,2024-12-21,8:00p,Away,Minnesota Timberwolves,W,113,103,15,12,W 1,18978,2:47,2024,GSW
28,2024-12-23,10:00p,Home,Indiana Pacers,L,105,111,15,13,L 1,18064,2:13,2024,GSW
29,2024-12-25,8:00p,Home,Los Angeles Lakers,L,113,115,15,14,L 2,18064,2:25,2024,GSW
30,2024-12-27,10:00p,Away,Los Angeles Clippers,L,92,102,15,15,L 3,17927,2:17,2024,GSW
31,2024-12-28,8:30p,Home,Phoenix Suns,W,109,105,16,15,W 1,18064,2:18,2024,GSW
32,2024-12-30,10:00p,Home,Cleveland Cavaliers,L,95,113,16,16,L 1,18064,2:10,2024,GSW
33,2025-01-02,10:00p,Home,Philadelphia 76ers,W,139,105,17,16,W 1,18064,2:16,2024,GSW
34,2025-01-04,8:30p,Home,Memphis Grizzlies,W,121,113,18,16,W 2,18064,2:18,2024,GSW
35,2025-01-05,8:30p,Home,Sacramento Kings,L,99,129,18,17,L 1,18064,2:08,2024,GSW
36,2025-01-07,10:00p,Home,Miami Heat,L,98,114,18,18,L 2,18064,2:01,2024,GSW
37,2025-01-09,7:00p,Away,Detroit Pistons,W,107,104,19,18,W 1,20062,2:25,2024,GSW
38,2025-01-10,7:00p,Away,Indiana Pacers,L,96,108,19,19,L 1,17274,2:03,2024,GSW
39,2025-01-13,7:30p,Away,Toronto Raptors,L,101,104,19,20,L 2,19165,2:12,2024,GSW
40,2025-01-15,9:30p,Away,Minnesota Timberwolves,W,116,115,20,20,W 1,18978,2:34,2024,GSW
41,2025-01-18,8:30p,Home,Washington Wizards,W,122,114,21,20,W 2,18064,2:21,2024,GSW
42,2025-01-20,5:00p,Home,Boston Celtics,L,85,125,21,21,L 1,18064,2:06,2024,GSW
43,2025-01-22,10:00p,Away,Sacramento Kings,L,117,123,21,22,L 2,17832,2:22,2024,GSW
44,2025-01-23,10:00p,Home,Chicago Bulls,W,131,106,22,22,W 1,18064,2:10,2024,GSW
45,2025-01-25,8:30p,Home,Los Angeles Lakers,L,108,118,22,23,L 1,18064,2:16,2024,GSW
46,2025-01-28,10:00p,Home,Utah Jazz,W,114,103,23,23,W 1,18064,2:19,2024,GSW
47,2025-01-29,10:00p,Home,Oklahoma City Thunder,W,116,109,24,23,W 2,18064,2:30,2024,GSW
48,2025-01-31,10:00p,Home,Phoenix Suns,L,105,130,24,24,L 1,18064,,2024,GSW
49,2025-02-03,10:00p,Home,Orlando Magic,W,104,99,25,24,W 1,18064,2:19,2024,GSW
50,2025-02-05,9:00p,Away,Utah Jazz,L,128,131,25,25,L 1,18175,2:27,2024,GSW
51,2025-02-06,10:00p,Away,Los Angeles Lakers,L,112,120,25,26,L 2,18997,2:30,2024,GSW
52,2025-02-08,8:00p,Away,Chicago Bulls,W,132,111,26,26,W 1,21297,2:22,2024,GSW
53,2025-02-10,8:00p,Away,Milwaukee Bucks,W,125,111,27,26,W 2,17341,2:23,2024,GSW
54,2025-02-12,9:30p,Away,Dallas Mavericks,L,107,111,27,27,L 1,20311,2:29,2024,GSW
55,2025-02-13,8:00p,Away,Houston Rockets,W,105,98,28,27,W 1,18055,2:17,2024,GSW
56,2025-02-21,10:00p,Away,Sacramento Kings,W,132,108,29,27,W 2,18098,2:08,2024,GSW
57,2025-02-23,3:30p,Home,Dallas Mavericks,W,126,102,30,27,W 3,18064,2:15,2024,GSW
58,2025-02-25,10:00p,Home,Charlotte Hornets,W,128,92,31,27,W 4,18064,2:05,2024,GSW
59,2025-02-27,7:00p,Away,Orlando Magic,W,121,115,32,27,W 5,18846,2:22,2024,GSW
60,2025-03-01,8:30p,Away,Philadelphia 76ers,L,119,126,32,28,L 1,20159,2:30,2024,GSW
61,2025-03-03,7:00p,Away,Charlotte Hornets,W,119,101,33,28,W 1,19223,2:24,2024,GSW
62,2025-03-04,7:30p,Away,New York Knicks,W,114,102,34,28,W 2,19812,2:22,2024,GSW
63,2025-03-06,7:30p,Away,Brooklyn Nets,W,121,119,35,28,W 3,18413,2:30,2024,GSW
64,2025-03-08,8:30p,Home,Detroit Pistons,W,115,110,36,28,W 4,18064,2:44,2024,GSW
65,2025-03-10,10:00p,Home,Portland Trail Blazers,W,130,120,37,28,W 5,18064,2:12,2024,GSW
66,2025-03-13,10:00p,Home,Sacramento Kings,W,130,104,38,28,W 6,18064,2:18,2024,GSW
67,2025-03-15,8:30p,Home,New York Knicks,W,97,94,39,28,W 7,18064,2:17,2024,GSW
68,2025-03-17,10:00p,Home,Denver Nuggets,L,105,114,39,29,L 1,18064,2:30,2024,GSW
69,2025-03-18,10:00p,Home,Milwaukee Bucks,W,104,93,40,29,W 1,18064,2:32,2024,GSW
70,2025-03-20,10:00p,Home,Toronto Raptors,W,117,114,41,29,W 2,18064,2:23,2024,GSW
